timestamp,filename,errorType,errorMessage,lineNumber,recoveryTimeMs,patchStatus,testResults.passed,testResults.message,testResults.tests.0.passed,testResults.tests.0.message,testResults.tests.0.function,aiProvider,backupCreated,patchApplied,errorDetails
2025-07-12T21:12:35.982Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,9785,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T21:12:54.447Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13497,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T21:23:29.913Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,12767,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T21:28:16.903Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13259,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T21:31:51.507Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,16775,failed,false,Tests failed,false,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.md'",generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T21:32:42.897Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,14873,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T21:32:59.827Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13162,failed,false,Tests failed,false,Error in FAQ function: URI malformed,generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T21:35:23.864Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,8464,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T21:35:39.005Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,9884,failed,false,Tests failed,false,Error in portfolio function: Invalid or unexpected token,generatePortfolioHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T21:36:03.410Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,10196,failed,false,Tests failed,false,Error in portfolio function: Expected ':' after property name in JSON at position 20 (line 1 column 21),generatePortfolioHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T21:36:31.867Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13618,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T21:36:48.082Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,12720,failed,false,Tests failed,false,Error in team function: missing ) after argument list,generateTeamHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T21:37:08.589Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13039,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T21:37:27.480Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,16939,failed,false,Tests failed,false,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, access 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.md'",generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T21:37:42.827Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,13198,failed,false,Tests failed,false,Error in FAQ function: Invalid count value: -3,generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T21:38:04.882Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13226,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:13:40.270Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,11141,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:13:55.369Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,9562,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:14:08.648Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,10328,failed,false,Tests failed,false,Error in portfolio function: CONTENT_HERE is not defined,generatePortfolioHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:14:25.866Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13444,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:14:42.155Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,13081,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:14:57.868Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13136,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:15:19.944Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,16221,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:15:42.705Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,15093,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:15:59.284Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13361,failed,false,Tests failed,false,Error in FAQ function: URI malformed,generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:17:16.158Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,8625,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:17:28.602Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,9983,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:24:51.013Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,10091,failed,false,Tests failed,false,Error in portfolio function: Expected property name or '}' in JSON at position 1 (line 1 column 2),generatePortfolioHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:25:09.356Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,15172,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:25:25.574Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,13194,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:25:41.208Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13018,failed,,,,,,lms_claude_haiku,true,false,Failed to generate patch from AI
2025-07-12T23:25:50.665Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,6328,failed,false,Tests failed,false,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.md'",generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:26:09.531Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,15371,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:26:25.923Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,12809,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:27:04.197Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,8675,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:27:21.704Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,9637,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:27:35.334Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,9816,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:27:52.265Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13382,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:28:07.843Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,13122,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:28:23.591Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13160,failed,,,,,,lms_claude_haiku,true,false,Failed to generate patch from AI
2025-07-12T23:28:43.807Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,16462,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:29:00.547Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,13403,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:29:28.484Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13398,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:30:09.255Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,8601,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:30:23.887Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,9750,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:30:40.371Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,11817,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:31:01.437Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13525,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:31:18.277Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,12788,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:31:34.224Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13187,failed,,,,,,lms_claude_haiku,true,false,Failed to generate patch from AI
2025-07-12T23:31:54.039Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,16317,failed,false,Tests failed,false,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.mds'",generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:32:10.901Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,13600,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:32:28.049Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13290,failed,false,Tests failed,false,Error in FAQ function: Invalid or unexpected token,generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:32:55.219Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,8550,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:33:12.036Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,11586,failed,,,,,,lms_claude_haiku,true,false,Failed to generate patch from AI
2025-07-12T23:33:27.199Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,9820,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:33:44.236Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13885,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:34:02.445Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,12542,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:34:18.023Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13255,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:34:37.005Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,16134,failed,false,Tests failed,false,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.md'",generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:34:52.629Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,13048,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:35:09.320Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13209,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:35:35.403Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,8620,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:35:49.556Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,10046,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:36:03.724Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,10103,failed,false,Tests failed,false,"Error in portfolio function: Unexpected token 'p', ...""ettings"": project.st""... is not valid JSON",generatePortfolioHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:36:21.457Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13774,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:39:30.531Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,13009,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:39:46.852Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13202,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:40:07.681Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,17481,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:40:26.321Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,13532,failed,,,,,,lms_claude_haiku,true,false,Failed to generate patch from AI
2025-07-12T23:40:44.826Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13468,failed,false,Tests failed,false,Error in FAQ function: URI malformed,generateFAQHTML,lms_claude_haiku,true,false,"Patch failed tests, backup restored"
2025-07-12T23:41:07.004Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,8544,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_haiku,true,true,
2025-07-12T23:41:22.658Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,10751,failed,,,,,,lms_claude_haiku,true,false,Failed to generate patch from AI
2025-07-12T23:41:36.231Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,10554,failed,,,,,,lms_claude_haiku,true,false,Failed to generate patch from AI
2025-07-12T23:41:54.097Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,13673,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:42:15.689Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,12979,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:42:31.638Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,13524,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_haiku,true,true,
2025-07-12T23:45:53.685Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,16778,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:46:29.243Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,14383,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:46:46.386Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,13240,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_haiku,true,true,
2025-07-12T23:54:45.858Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,13786,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_sonnet,true,true,
2025-07-12T23:55:04.330Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,13857,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_sonnet,true,true,
2025-07-12T23:55:21.343Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,14156,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_sonnet,true,true,
2025-07-12T23:55:43.078Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,19115,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_sonnet,true,true,
2025-07-12T23:56:04.182Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,17661,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_sonnet,true,true,
2025-07-12T23:56:26.252Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,18610,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_sonnet,true,true,
2025-07-12T23:56:53.544Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,23104,failed,,,,,,lms_claude_sonnet,true,false,Failed to generate patch from AI
2025-07-12T23:57:45.059Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,18708,success,true,All tests passed,true,FAQ HTML generated successfully,generateFAQHTML,lms_claude_sonnet,true,true,
2025-07-12T23:58:15.152Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI error,URI malformed,34,18744,failed,false,Tests failed,false,Error in FAQ function: URI malformed,generateFAQHTML,lms_claude_sonnet,true,false,"Patch failed tests, backup restored"
2025-07-12T23:59:38.996Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,Reference error,projectt is not defined,27,11899,success,true,All tests passed,true,Portfolio HTML generated successfully,generatePortfolioHTML,lms_claude_sonnet,true,true,
2025-07-13T00:00:01.339Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Type error,Cannot read properties of null (reading 'toString'),28,13547,failed,,,,,,lms_claude_sonnet,true,false,Failed to generate patch from AI
2025-07-13T00:00:18.386Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,Syntax error,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,14024,failed,false,Tests failed,false,"Error in portfolio function: Unexpected token 'p', ...""ettings"": project.st""... is not valid JSON",generatePortfolioHTML,lms_claude_sonnet,true,false,"Patch failed tests, backup restored"
2025-07-13T00:01:23.360Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Undefined properties,Cannot read properties of undefined (reading 'substring'),29,18907,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_sonnet,true,true,
2025-07-13T00:01:43.874Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,Invalid function/type,member.skills.count is not a function,28,17387,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_sonnet,true,true,
2025-07-13T00:02:28.465Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Array index/range,Cannot read properties of undefined (reading 'length'),28,18323,success,true,All tests passed,true,Team HTML generated successfully,generateTeamHTML,lms_claude_sonnet,true,true,
2025-07-13T00:02:54.390Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,File system error,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,23064,failed,false,Tests failed,false,Error in FAQ function: Self-healing trigger: README.mds file not found,generateFAQHTML,lms_claude_sonnet,true,false,"Patch failed tests, backup restored"
2025-07-13T00:03:17.116Z,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Range error,Invalid count value: -3,34,18353,failed,,,,,,lms_claude_sonnet,true,false,Failed to generate patch from AI
